"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX6769731","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_2.fastq.gz","SRR10034560","SRX6769731","SAMN12650240","SRS5317278","PRJNA562785","SRP219602","SRA951694","NGS059-18-6_S6_R1_001.fastq.gz","noPHD6Dox+","SAMPLE 18","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","noPHD6Dox+","NextSeq 500","ILLUMINA","4062334918","26896625","5691","Trypanosoma brucei","RNAseq: noPHD6Dox+","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 noPHD6Dox+","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Induced SNF2PH truncated sequence replicate 2","0de85602fdda95a868d28096fd8b1ec0;3c85c5d358843a88391313df76ab04fe","1198848116;1203251992","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/060/SRR10034560/SRR10034560_2.fastq.gz"
"SRX6769736","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_2.fastq.gz","SRR10034555","SRX6769736","SAMN12650244","SRS5317283","PRJNA562785","SRP219602","SRA951694","Dox_neg_Rep1_R1_sub.fastq.gz","Dox_neg_Rep1_Dox_1_Dox","SAMPLE 22","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","Dox_neg_Rep1_Dox_1_Dox","NextSeq 500","ILLUMINA","5132739648","33768024","5691","Trypanosoma brucei","RNAseq: Dox_neg_Rep1 Dox_1 Dox","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 Dox_neg_Rep1 Dox_1 Dox","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Uninduced SNF2PH knockdown replicate 1","96abe801807b2f8401110d8ab62cbd41;0a225f051d7217fe633ee46c71ca2e54","1474256859;1507832256","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/055/SRR10034555/SRR10034555_2.fastq.gz"
"SRX6769737","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_2.fastq.gz","SRR10034554","SRX6769737","SAMN12650245","SRS5317284","PRJNA562785","SRP219602","SRA951694","Dox_neg_Rep2_76_sub_R1.fastq.gz","Dox_neg_Rep2_Dox_2_Dox","SAMPLE 23","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","Dox_neg_Rep2_Dox_2_Dox","NextSeq 500","ILLUMINA","4300203600","28668024","5691","Trypanosoma brucei","RNAseq: Dox_neg_Rep2 Dox_2 Dox","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 Dox_neg_Rep2 Dox_2 Dox","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Uninduced SNF2PH knockdown replicate 2","a20ed299f5266736f41b4ae9fc984131;7f7bcfbbd5577a29d4479b89be9db951","1288776923;1363035468","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/054/SRR10034554/SRR10034554_2.fastq.gz"
"SRX6769738","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_2.fastq.gz","SRR10034553","SRX6769738","SAMN12650246","SRS5317285","PRJNA562785","SRP219602","SRA951694","Dox_pos_Rep1_sub_R1.fastq.gz","Dox_pos_Rep1_KD_1_KD","SAMPLE 24","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","Dox_pos_Rep1_KD_1_KD","NextSeq 500","ILLUMINA","4969667056","32695178","5691","Trypanosoma brucei","RNAseq: Dox_pos_Rep1 KD_1 KD","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 Dox_pos_Rep1 KD_1 KD","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Induced SNF2PH knockdown replicate 1","aaf9b60fc82583910d213adba25f4f51;cfde3bbb759e432a18f32f5573143280","1423249186;1459930086","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/053/SRR10034553/SRR10034553_2.fastq.gz"
"SRX6769739","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_2.fastq.gz","SRR10034552","SRX6769739","SAMN12650247","SRS5317286","PRJNA562785","SRP219602","SRA951694","Dox_pos_Rep2_76_sub_R1.fastq.gz","Dox_pos_Rep2_KD_2_KD","SAMPLE 25","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","Dox_pos_Rep2_KD_2_KD","NextSeq 500","ILLUMINA","4508708850","30058059","5691","Trypanosoma brucei","RNAseq: Dox_pos_Rep2 KD_2 KD","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 Dox_pos_Rep2 KD_2 KD","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Induced SNF2PH knockdown replicate 2","9759c0a33613b0b11dba9c8a031d027f;7225640c3ff81950f44570a25a1b12ae","1394092094;1474190203","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/052/SRR10034552/SRR10034552_2.fastq.gz"
"SRX6769745","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_2.fastq.gz","SRR10034546","SRX6769745","SAMN12650231","SRS5317292","PRJNA562785","SRP219602","SRA951694","PF-449-n1_S1_R1_001.fastq.gz","PF-449-n1","SAMPLE 9","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","PF-449-n1","NextSeq 500","ILLUMINA","1781685784","11721617","5691","Trypanosoma brucei","RNAseq: PF-449-n1","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 PF-449-n1","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Control replicate 1","2b9a1b6ca09e443ff515027834b56e57;29409b067e6e8f17b08c3380511eaa4f","563819927;557542977","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/046/SRR10034546/SRR10034546_2.fastq.gz"
"SRX6769746","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_2.fastq.gz","SRR10034545","SRX6769746","SAMN12650232","SRS5317293","PRJNA562785","SRP219602","SRA951694","PF-449-n2_S4_R1_001.fastq.gz","PF-449-n2","SAMPLE 10","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","PF-449-n2","NextSeq 500","ILLUMINA","2002659432","13175391","5691","Trypanosoma brucei","RNAseq: PF-449-n2","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 PF-449-n2","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Control replicate 2","1d72426c9b83a4348024a94e553a1ec3;4e2ebe9c4fcc8eda32ac3da5d13fcdc5","632454916;625433893","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/045/SRR10034545/SRR10034545_2.fastq.gz"
"SRX6769749","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_2.fastq.gz","SRR10034542","SRX6769749","SAMN12650233","SRS5317296","PRJNA562785","SRP219602","SRA951694","B5-Dox-n1_S2_R1_001.fastq.gz","FL_clon_B5_Dox_-_n1","SAMPLE 11","PRJNA562785","PAIRED","PCR","TRANSCRIPTOMIC","RNA-Seq","FL_clon_B5_Dox_-_n1","NextSeq 500","ILLUMINA","1891685752","12445301","5691","Trypanosoma brucei","RNAseq: FL clon B5 Dox - n1","NextSeq 500 sequencing: RNAseq of Trypanosoma brucei Lister 427 FL clon B5 Dox - n1","SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes","Uninduced SNF2PH Full-length sequence replicate 1","5567c4e5bd6e671b4bfd8dab3f4991e6;7e07420092bd133d365c97625e9208f0","598024752;604565188","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/042/SRR10034542/SRR10034542_2.fastq.gz"
"SRX7541241","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_2.fastq.gz","SRR10871270","SRX7541241","SAMN13825681","SRS5979752","PRJNA600534","SRP241244","SRA1023979","GSM4259833_r1","GSM4259833","GSM4259833","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","6317286000","21057620","5702","Trypanosoma brucei brucei","TbRAP1 CSKO rep 1","Illumina NovaSeq 6000 sequencing: GSM4259833: TbRAP1 CSKO rep 1 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1 CSKO rep 1","db7f62a8af2c38150534736f9766d4fb;b90b2534db1abffd49f4c0aa0d5aa879","1375332883;1441051690","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/070/SRR10871270/SRR10871270_2.fastq.gz"
"SRX7541242","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_2.fastq.gz","SRR10871271","SRX7541242","SAMN13825679","SRS5979753","PRJNA600534","SRP241244","SRA1023979","GSM4259834_r1","GSM4259834","GSM4259834","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","5909567100","19698557","5702","Trypanosoma brucei brucei","TbRAP1 CSKO rep 2","Illumina NovaSeq 6000 sequencing: GSM4259834: TbRAP1 CSKO rep 2 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1 CSKO rep 2","2279af29eca8f46b933f232aca1b5539;573099ba2e9e8ab3b75f55230f8a5d3e","1278039223;1347604743","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/071/SRR10871271/SRR10871271_2.fastq.gz"
"SRX7541243","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_2.fastq.gz","SRR10871272","SRX7541243","SAMN13825677","SRS5979754","PRJNA600534","SRP241244","SRA1023979","GSM4259835_r1","GSM4259835","GSM4259835","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","5608098300","18693661","5702","Trypanosoma brucei brucei","TbRAP1 CSKO rep 3","Illumina NovaSeq 6000 sequencing: GSM4259835: TbRAP1 CSKO rep 3 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1 CSKO rep 3","a26f358a48f142b8fdabb62f84890a64;1fe9fadef7ba91999537aa4a093909d9","1216269012;1259177068","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/072/SRR10871272/SRR10871272_2.fastq.gz"
"SRX7541244","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_2.fastq.gz","SRR10871273","SRX7541244","SAMN13825676","SRS5979755","PRJNA600534","SRP241244","SRA1023979","GSM4259836_r1","GSM4259836","GSM4259836","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","6938100600","23127002","5702","Trypanosoma brucei brucei","TbRAP1∆Myb rep 1","Illumina NovaSeq 6000 sequencing: GSM4259836: TbRAP1∆Myb rep 1 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1∆Myb rep 1","0a2bb4472dfd48c9c0af0631970edb40;bd8c0e2bdbba4fc66493fa6c6621708c","1495713112;1560036995","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/073/SRR10871273/SRR10871273_2.fastq.gz"
"SRX7541245","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_2.fastq.gz","SRR10871274","SRX7541245","SAMN13825673","SRS5979756","PRJNA600534","SRP241244","SRA1023979","GSM4259837_r1","GSM4259837","GSM4259837","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","6862294800","22874316","5702","Trypanosoma brucei brucei","TbRAP1∆Myb rep 2","Illumina NovaSeq 6000 sequencing: GSM4259837: TbRAP1∆Myb rep 2 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1∆Myb rep 2","ef241e3b731a7118a76fa516e299d8dc;3cb08e66901b210f39c8110113a7ec01","1476461259;1529902053","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/074/SRR10871274/SRR10871274_2.fastq.gz"
"SRX7541246","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_2.fastq.gz","SRR10871275","SRX7541246","SAMN13825671","SRS5979757","PRJNA600534","SRP241244","SRA1023979","GSM4259838_r1","GSM4259838","GSM4259838","GSE143456","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina NovaSeq 6000","ILLUMINA","6050849400","20169498","5702","Trypanosoma brucei brucei","TbRAP1∆Myb rep 3","Illumina NovaSeq 6000 sequencing: GSM4259838: TbRAP1∆Myb rep 3 Trypanosoma brucei brucei RNA-Seq","The Myb domain of TbRAP1 plays an important role in subtelomeric gene expression","TbRAP1∆Myb rep 3","71d99948d3a8a161d16ee30a13019618;1cd21a800f4deca3587fa0944c22c9da","1301747283;1348482385","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR108/075/SRR10871275/SRR10871275_2.fastq.gz"
"SRX7759981","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_2.fastq.gz","SRR11122981","SRX7759981","SAMN14145882","SRS6178942","PRJNA607761","SRP250144","SRA1045311","GSM4322459_r1","GSM4322459","GSM4322459","GSE145622","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2563442410","16976623","5702","Trypanosoma brucei brucei","NS320_ssRNAd_WT1","NextSeq 500 sequencing: GSM4322459: NS320_ssRNAd_WT1 Trypanosoma brucei brucei RNA-Seq","RNA-seq datasets of Trypanosoma brucei WT cells and 2T1 cells, which were depleted of HAT1 or HAT2 for 48 h","NS320_ssRNAd_WT1","7d12daecf966842741a140b9c2188a88;0f7cd65863c5f0501383248ede617f49","575114772;604952248","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/081/SRR11122981/SRR11122981_2.fastq.gz"
"SRX7759982","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_2.fastq.gz","SRR11122982","SRX7759982","SAMN14145881","SRS6178943","PRJNA607761","SRP250144","SRA1045311","GSM4322460_r1","GSM4322460","GSM4322460","GSE145622","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2798963244","18535853","5702","Trypanosoma brucei brucei","NS350_ssRNAd_WT2","NextSeq 500 sequencing: GSM4322460: NS350_ssRNAd_WT2 Trypanosoma brucei brucei RNA-Seq","RNA-seq datasets of Trypanosoma brucei WT cells and 2T1 cells, which were depleted of HAT1 or HAT2 for 48 h","NS350_ssRNAd_WT2","d752d4c5eb1f32d0a444e3624a176122;cb688b610467960085576b6d9ab8a0e8","610833468;599653953","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/082/SRR11122982/SRR11122982_2.fastq.gz"
"SRX7759983","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_2.fastq.gz","SRR11122983","SRX7759983","SAMN14145880","SRS6178944","PRJNA607761","SRP250144","SRA1045311","GSM4322461_r1","GSM4322461","GSM4322461","GSE145622","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","3872482718","25632003","5702","Trypanosoma brucei brucei","NS351_ssRNAd_WT3","NextSeq 500 sequencing: GSM4322461: NS351_ssRNAd_WT3 Trypanosoma brucei brucei RNA-Seq","RNA-seq datasets of Trypanosoma brucei WT cells and 2T1 cells, which were depleted of HAT1 or HAT2 for 48 h","NS351_ssRNAd_WT3","71305fc9b88c807f61020ba2865c8d55;8b9b80c23668b7ba76dc8e3846ce6417","885632987;877602464","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR111/083/SRR11122983/SRR11122983_2.fastq.gz"
